toi,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_teff,st_rad
2656.01,PC,7.7898378,3.095,11390.0,9.36784,5091.5,0.85
2657.01,PC,2.7985528,2.459,12220.0,12.3741,5416.0,1.09
2658.01,PC,8.8759249,3.8366417,25757.0688203,16.5775949,5528.3,1.02337
2659.01,PC,1.2558789,1.795,22260.0,14.1053,4926.0,0.91
266.01,CP,10.7510107,2.943424,638.0928566,2.3581827,5784.0,0.918917
266.02,CP,6.19132,3.4164,345.240264,1.759371,5784.0,0.929557
2660.01,PC,5.0183771,3.218,2500.0,10.7644,5011.2,2.15
2661.01,PC,3.6257584,2.814,10450.0,12.2058,5606.0,1.17
2662.01,PC,3.790687,2.958,15240.0,12.9604,5542.0,1.02
2663.01,APC,0.58228,0.691,3170.0,7.80197,6288.0,1.32
2664.01,FP,3.9602774,0.884,6193.0,24.4489,5863.0,1.04
2665.01,PC,2.8456505,2.556,2681.0,6.4972,6112.0,1.3
2666.01,APC,,1.445,22040.0,16.6553,5212.0,1.11
2667.01,FP,7.7517472,3.761,861.0,11.6856,5133.0,4.75
2668.01,PC,1.1159326,1.013,840.0,6.17322,6859.0,1.68
2669.01,CP,6.203496,5.715,810.0,9.93735,4859.0,3.98
267.01,KP,5.7525797,5.4071598,5284.9525713,12.7442838,6180.0,1.70927
2670.01,PC,12.9281223,3.9850989,4105.1705253,9.974436,6332.0,1.39271
1971.01,FP,3.217824,1.735,1288.0,5.84702,5418.0,1.67
1972.01,PC,4.7631,1.838,850.0,4.06445,6105.1,1.48
1973.01,PC,3.9194856,2.3461465,5155.2335962,,5149.0,
1974.01,APC,5.438218,1.675,7830.0,14.7798,5342.0,1.49
1975.01,FP,2.8319354,3.21,780.0,4.18335,5408.7,1.48
1976.01,APC,7.6943096,8.903,7400.0,,4956.8,
1977.01,FP,17.0614756,3.384,2730.0,17.1048027,9184.7,2.14183
1978.01,FP,6.0783344,4.8904528,16168.288913,16.9877965,8719.5,1.0
1979.01,FP,1.30924,2.535,3370.0,,8832.5,
198.01,CP,10.2150168,1.9683066,994.1089045,1.4777754,3763.0,0.447336
1980.01,FP,9.27898,6.514,9020.0,15.0807,5898.8,1.45
1981.01,PC,2.4763492,3.593,593.0,4.72716,8749.3,2.14
1982.01,PC,17.1725007,5.016,3610.0,9.89011,6617.0,1.41
1983.01,FP,6.1110945,4.2566318,1098.152672,5.873208,5725.0,1.07235
1984.01,FP,0.5646193,1.295,510.0,3.01498,6237.0,1.3
1985.01,APC,30.7864669,3.466,8750.0,23.8125,6101.8,2.05
1986.01,APC,7.5043829,4.8967771,12479.7176832,,8613.8,
1987.01,APC,2.5861465,1.299,2510.0,11.9748,5635.4,2.33
2195.01,PC,4.164514,2.0579197,7675.7705005,8.9598265,5101.7,0.933443
2196.01,CP,1.1953968,1.5752293,1127.2344564,3.5030245,5728.0,1.02917
2197.01,KP,4.954648,3.639,7357.0,13.0889,6562.0,1.47
2198.01,KP,4.9549631,5.9565174,8236.2566801,18.4504689,6282.4,1.99207
2199.01,KP,3.3771114,2.4508029,4515.155077,8.6110106,5614.86,1.28017
220.01,CP,10.6953083,2.044,920.0,2.84818,5272.71,0.88
2200.01,PC,2.9360281,2.118,6790.0,7.18912,4983.6,0.83
2201.01,PC,1.3477642,1.112,762.0,6.61528,6252.0,1.47
2202.01,CP,11.9124942,3.7520869,19304.2778014,11.3754057,5064.0,0.823883
2203.01,APC,3.05631,3.0708372,17308.3639678,20.0727443,6344.0,1.44638
2204.01,KP,2.2250514,2.3678871,13144.590055,10.0926189,5103.0,0.883426
2205.01,FP,0.8891483,1.1970992,44722.5890994,14.8249782,3653.0,0.649887
2206.01,KP,1.7690121,1.0172953,10110.2139841,10.5045599,4683.0,0.701795
2207.01,CP,8.000489,4.6706895,4606.7419685,10.9709265,6146.0,1.55738
2208.01,PC,0.6743453,0.9010413,103652.0705638,12.4716613,3228.0,0.321846
2209.01,PC,3.4391152,3.3615891,12391.7493402,13.6350253,4955.0,1.21438
2427.01,CP,1.30613,0.634,560.0,1.99844,4072.0,0.68
2428.01,APC,7.57017,0.916,1500.0,,,
2429.01,PC,7.0846492,3.102328,591.5301151,2.1949984,5517.8,0.842833
243.01,APC,3.4373093,4.3114755,15017.9801247,25.668105,6046.0,1.94932
2430.01,PC,1.10071,0.909,680.0,4.67495,6409.0,1.59
2431.01,CP,0.224195,0.292,540.0,5.59553,4079.0,0.68
2432.01,PC,1.82738,1.491,870.0,8.96794,6130.5,2.89
2433.01,PC,,2.8686583,3377.1602587,1.8103101,3323.0,0.308919
2434.01,APC,1.3808138,0.9133596,329.1752026,7.5531443,9431.0,3.83824
2435.01,PC,,5.0482027,1840.1196782,3.7761104,5650.08,0.874994
2436.01,PC,,8.7302689,367.8233419,2.4101533,6291.0,1.2336
2437.01,PC,5.1660127,3.01966,1263.5326305,4.1062551,5927.0,1.11457
2438.01,FP,1.9426003,1.0206743,504062.379922,,5780.0,
2439.01,PC,14.3614789,4.0964994,2859.7577713,5.0510341,5283.0,0.946146
244.01,CP,7.397216,1.3164962,953.5477499,1.2711131,3342.0,0.407103
2440.01,APC,0.6461571,1.1963822,6290.6211389,15.3572514,5256.8,1.14951
2441.01,PC,12.8900899,2.5413229,3520.6971104,2.9698317,3478.0,0.46769
2671.01,FP,3.1630387,4.661,1130.0,6.82612,6187.0,1.34
2672.01,APC,10.7189647,3.9269424,7404.3059814,22.4497849,7830.0,2.0715599
2673.01,PC,1.9126596,2.178,372.0,2.2474,5601.4,1.24
2674.01,APC,7.2972359,0.827,3780.0,13.2402,6433.0,2.1
2675.01,FP,1.476869,1.451,2670.0,13.2219,6712.0,1.37
2676.01,PC,3.4082154,3.901,10060.0,16.7879,6231.4,1.59
2677.01,PC,6.4967452,1.8,4930.0,19.5904,5186.9,1.53
2678.01,PC,3.4523955,1.624,13260.0,10.2673,5614.0,0.94
2679.01,PC,3.8539027,2.906,14520.0,11.8808,5805.0,0.93
268.01,PC,5.066175,6.2992409,1350.0,7.69012,5868.0,2.17
2680.01,FP,0.6293198,1.129,3730.0,4.46635,5508.0,0.79
2681.01,PC,3.1292868,1.545,7430.0,12.0419,6078.0,1.32
2682.01,PC,2.5981987,1.412,14260.0,11.5397,5516.0,0.93
2683.01,PC,1.5292851,1.167,2800.0,12.6875,6295.5,2.21
2684.01,PC,2.4756487,2.461,4370.0,5.25914,4633.0,0.8
2685.01,PC,3.4711465,1.606,10070.0,11.1759,5593.0,1.05
2686.01,PC,3.5746058,1.153,6040.0,11.6965,6257.0,1.37
2687.01,PC,4.0944492,4.233,5890.0,12.8011,5650.0,1.6
1988.01,FP,2.2818488,3.973,1483.0,7.2854,5368.0,2.15
1989.01,FP,3.4551479,5.7444704,5191.7260014,,8046.5,
199.01,CP,104.8729635,6.554,12183.0,10.223,5350.0,0.88
1990.01,FP,3.7899524,5.5268401,4345.4373432,11.7871267,5579.5,1.10456
1991.01,FP,6.6570835,5.285,7164.0,14.8934,5805.6,1.73
1992.01,FP,4.31224,2.704,4990.0,12.3576,,1.72
1993.01,FP,3.9416903,2.537,12840.0,19.6321,6190.4,1.48
1994.01,CP,4.0337201,3.48,2868.0,11.5159,7369.0,2.22
1995.01,PC,3.1056464,1.772,800.0,13.2277,7804.8,4.44
1996.01,FP,7.72433,8.03,7120.0,20.0285,6249.4,2.32
1997.01,PC,1.8359766,1.062,1073.0,5.11603,6311.5,1.61
1998.01,FP,1.10833,2.288,1060.0,4.58274,5972.0,1.4
1999.01,APC,7.2133579,2.345,8814.0,21.2234,5843.0,1.16
200.01,CP,8.1382222,3.2797025,3852.0299874,6.1757682,5414.0,0.951985
2000.01,CP,9.1270519,3.549,4568.0,8.34235,5400.0,1.18
2000.02,CP,3.098367,1.963,496.0,2.47118,5400.0,1.18
2001.01,PC,2.7435213,1.8047048,1518.9012847,22.0496668,7896.3,3.9611499
2002.01,FP,2.3330349,3.005,2795.0,15.6213,5986.5,1.56
221.01,FP,0.62425,0.774288,954.060325,1.671618,3765.0,0.525
2210.01,PC,12.7846809,4.8533784,19658.0816662,11.7994875,5077.7,0.836244
2211.01,CP,3.0911721,1.9714799,349.193899,1.666703,5253.0,0.834386
2212.01,PC,5.1293855,2.8939597,9414.7547938,8.9112749,5116.3,0.920804
2213.01,PC,5.179282,2.6320655,5746.9651279,9.3730831,5784.0,1.21172
2214.01,PC,2.4156482,2.837,3550.0,,5727.0,
2215.01,CP,5.7772122,2.56341,1470.3821261,2.8693434,4882.7,0.729818
2216.01,PC,5.6807412,4.1093897,1892.9692302,6.2844217,6295.0,1.38612
2217.01,PC,3.8300359,4.1744985,7753.4083536,11.7278481,5916.0,1.3126301
2218.01,APC,0.3456911,0.648,2800.0,10.1929,6282.0,1.05
2219.01,PC,10.1688722,4.3884108,7366.339761,12.8424534,5161.7,1.3986
222.01,FP,,0.68,5530.0,8.85869,5709.0,1.0929
2220.01,PC,1.3926549,2.0005269,7098.4535786,13.3635819,5615.0,1.2094899
2221.01,CP,8.4536777,3.5738006,2872.2887525,4.0269258,3588.0,0.698009
2222.01,PC,2.2456869,3.155,12600.0,17.5083,6381.0,1.5
2223.01,PC,6.9309657,5.2921448,6887.4200394,13.513657,5847.0,1.59136
2441.02,PC,5.5514857,2.0186927,1282.3227899,2.0319062,3478.0,0.46769
2442.01,FP,17.1217196,6.507,131000.0,10.2267,5762.0,1.0
2443.01,CP,15.6692322,4.562853,1393.3814802,2.6868893,4214.44,0.732115
2444.01,APC,1.6473887,1.3242991,32325.7685306,15.7358835,3556.0,0.594044
2445.01,CP,0.3711334,0.4918187,2322.6218151,1.4062147,3333.0,0.272233
2446.01,PC,18.685862,5.4844,1215.9529886,4.2075538,5926.0,0.987496
2447.01,CP,,8.291,8735.0,10.2185,5825.0,1.04
2448.01,FP,9.0182016,3.08,492.0,3.54998,9671.0,1.78
2448.02,PC,19.7580247,3.198,483.0,3.80858,9671.0,1.78
2449.01,CP,16.6542431,7.792,10168.0,11.9082,6054.0,1.08
245.01,PC,8.7709021,0.926,1107.0,12.5053,6208.0,1.46
2450.01,PC,17.8832414,4.3420932,6750.4878782,6.4171164,5426.0,0.776644
2451.01,FP,0.3438892,0.9696069,24850.3953805,8.5611179,3199.0,0.540483
2452.01,FP,0.9776805,0.7657397,965.3175192,3.3784252,4456.2,1.09813
2453.01,PC,4.4414275,1.393441,3375.8183277,3.0014777,3609.0,0.502498
2454.01,PC,8.5063687,2.8291905,968.2734253,2.5051088,4431.2,0.82124
2688.01,PC,2.1415519,2.989,1060.0,4.72287,5530.0,1.48
2689.01,PC,3.4180406,2.242,5200.0,6.58171,5001.0,0.89
269.01,CP,3.6977167,0.9308263,4755.6707294,2.942044,3607.0,0.397924
2690.01,PC,4.1549988,2.873,13830.0,,,
2691.01,PC,3.8821916,3.126,2670.0,5.57096,5283.0,0.95
2692.01,PC,3.6506781,2.79,20370.0,12.1655,5343.0,0.84
2693.01,PC,1.3225635,1.683,13750.0,11.5804,5388.0,0.97
2694.01,APC,1.6375324,1.665,11120.0,,5095.6,
2695.01,APC,0.5566811,0.473,3250.0,13.2433,5200.0,1.7
2696.01,PC,6.409365,1.707,11300.0,12.1252,6191.0,1.12
2697.01,PC,4.3169755,4.523,4670.0,10.9284,5683.0,1.61
2698.01,PC,3.270563,1.682,9670.0,,5219.5,
2699.01,PC,5.8259928,2.442,12800.0,14.0157,4964.0,1.2
270.01,CP,5.6605693,1.6631704,3856.1060852,2.4070872,3551.0,0.374358
270.02,CP,11.3795653,2.2350305,3147.0461739,2.2539464,3551.0,0.374358
270.03,CP,3.3601377,1.413245,972.9589363,1.1843718,3551.0,0.374358
2700.01,PC,4.6636858,2.604,11110.0,12.5117,5720.0,1.16
2701.01,PC,2.169466,1.653,1780.0,5.81205,5823.0,1.35
2702.01,PC,1.9422802,2.768,8140.0,15.1178,6950.0,1.6
2003.01,PC,,3.529,3860.0,15.7171,7043.2,2.46
2004.01,FP,1.79988,3.518,180.0,3.32197,6136.9,2.46
2005.01,PC,17.3057923,4.1729767,2807.066874,12.4978402,6995.5,2.2275901
2006.01,FA,6.40938,2.356,280.0,10.1474,4650.0,8.3
2007.01,PC,,9.1654068,912.2762923,3.1563904,5249.0,0.895408
2008.01,FP,723.8345008,7.382946,3119.2983693,13.1361697,5463.0,1.94771
2009.01,PC,1071.0898448,2.1734134,865.169438,2.2407785,4755.33,0.701499
201.01,CP,52.9781419,4.7965246,6347.2690959,11.4471492,6461.8,1.33031
201.02,PC,5.8492379,3.257,109.0,1.18919,6461.8,1.33
2010.01,CP,1134.6723963,8.6844623,11679.2159464,11.7582195,5842.0,1.0735199
2011.01,KP,11.5778362,3.8772499,217.3994918,1.5422129,5739.0,1.02607
2011.02,KP,27.5920718,3.2743016,555.3352929,2.7050278,5739.0,1.02607
2011.03,KP,,3.5341354,195.1972939,1.6208326,5739.0,1.02607
2012.01,KP,3.0565259,4.145,8800.0,15.1633,5981.0,1.6
2013.01,CP,2.6162769,1.134893,1120.6014184,1.0972867,3352.0,0.325635
2014.01,KP,4.8099755,6.696,6965.0,22.6223,6417.0,2.65
2015.01,CP,3.3491408,1.207,7210.0,5.37673,3223.0,0.32
2224.01,PC,0.5055105,0.648232,2269.199137,4.9709812,4996.3,1.01489
2225.01,PC,3.5775562,3.531,4060.0,,5823.3,
2226.01,PC,0.9017685,0.635,958.0,4.77441,5828.0,1.36
2227.01,APC,4.2217717,2.561,594.0,2.81922,5763.48,1.21
2227.02,APC,11.5472009,1.0326107,663.4411526,3.1457403,5763.48,1.20847
2228.01,FP,3.36296,2.594,750.0,2.69668,5420.0,0.9
2229.01,PC,4.98668,2.267,860.0,5.51463,6046.0,1.64
223.01,FA,14.445918,1.533311,1273.806981,3.290507,5063.0,0.87237
2230.01,FP,1.79217,1.797,1710.0,21.4342,4884.0,4.7
2231.01,FA,5.46278,1.274,2982.0,19.5752,,1.69
2232.01,PC,11.45959,0.956,650.0,,,
2233.01,APC,2.50876,1.2523065,5830.0602325,11.5931606,5226.0,1.13416
2234.01,APC,2.91615,1.481,2280.0,13.4791,6103.0,2.69
2235.01,APC,17.14012,1.176,2180.0,8.14257,6378.0,1.67
2236.01,CP,3.5315897,2.689,7230.0,14.2116,6209.0,1.62
2237.01,FP,0.49642,0.572,1000.0,5.57222,7000.0,1.41
2238.01,PC,3.3904897,2.878,260.0,2.40673,6113.8,1.43
2239.01,FP,92.1950921,4.206,3760.0,18.9408,5030.6,3.0
2455.01,PC,4.720489,1.8316316,47110.570638,14.6186346,3553.0,0.489916
2456.01,PC,,1.8522307,1219.8107094,2.8398685,4968.0,0.788051
2457.01,PC,14.1993538,2.5629666,1859.1571503,2.7591068,4045.0,0.631569
2458.01,CP,3.7369689,1.9917422,310.4978088,2.3797323,6092.0,1.32975
2459.01,CP,19.1047019,3.2516728,1906.0596245,2.9365337,4195.0,0.675093
246.01,KP,7.8728937,3.7599578,14639.4155321,15.0953,5070.0,1.26
2460.01,APC,0.515461,0.8502512,1462.4242309,6.5688522,5994.0,1.03783
2461.01,KP,6.1802614,4.1830206,5383.8458373,13.7037465,6513.0,1.73931
2462.01,PC,12.8643168,4.7778345,6907.9754982,17.4453322,5365.0,1.82733
2463.01,PC,10.6079445,12.7030565,1233.9391066,11.6613557,6481.0,3.2125199
2464.01,KP,3.7684981,2.727,19800.0,12.5471,5160.0,0.87
2465.01,PC,3.759205,2.9961712,892.1135724,3.1563691,6808.4,1.01507
2466.01,KP,2.6266983,4.087,10650.0,18.7969,6475.0,1.77
2467.01,PC,1.7556616,1.3491032,444.0879481,1.7738475,4909.0,0.808741
2468.01,FP,24.4232697,3.788,1920.0,11.2009,6102.0,2.37
2469.01,FP,2.3767548,3.225,7940.0,23.4044,6931.0,2.57
2703.01,PC,6.1735306,3.163,12950.0,11.2676,5435.0,0.96
2704.01,PC,3.6364993,3.509,16700.0,16.4306,6552.0,1.23
2705.01,PC,18.010652,4.952,4580.0,12.5654,5740.0,1.85
2706.01,PC,1.8851834,1.428,5450.0,17.0369,5807.0,1.25
2707.01,KP,4.007232,4.78,10360.0,18.1614,6202.0,1.75
2708.01,FP,2.3540172,2.36,6660.0,14.4919,6114.0,1.74
2709.01,PC,2.3540163,2.416,10020.0,15.1575,6124.0,1.48
271.01,APC,2.4759733,1.0466923,386.7493472,2.8062638,6025.0,1.33012
2710.01,PC,10.7448417,3.298,38070.0,11.9772,4701.0,0.63
2711.01,PC,5.7604868,3.08,14580.0,14.0917,5530.3,1.12
2712.01,PC,3.078479,2.424,5780.0,,5140.1,
2713.01,FP,1.2434016,0.939,4070.0,5.66309,4967.0,0.75
2714.01,CP,2.4993895,2.99,10610.0,12.9239,5737.0,1.21
2715.01,PC,4.9640641,4.908,4910.0,13.6926,6323.0,1.95
2716.01,PC,7.5420435,3.854,7720.0,9.55159,5949.0,1.07
2717.01,FP,1.3164901,1.389,3580.0,11.2218,6341.0,1.78
2718.01,PC,2.7625084,2.037,16160.0,10.8143,4694.0,0.83
2719.01,CP,3.3759446,3.538,1270.0,6.03548,5701.0,1.69
272.01,KP,3.3098458,2.2676536,19158.8321817,12.4316228,4953.0,0.858619
2016.01,PC,6.8161105,2.718,1377.0,2.98458,5175.0,0.84
2016.02,PC,2.4590369,1.862,1179.0,2.74738,5175.0,0.84
2016.03,PC,25.3369848,3.214,1330.0,3.23582,5175.0,0.84
2017.01,FP,5.49826,2.04,12929.0,16.2801,6362.6,1.34
2018.01,CP,7.4355709,2.3450321,1310.6803156,2.2761564,4218.9,0.622512
2019.01,CP,15.3468182,6.425,665.0,3.99579,5588.0,1.8
202.01,PC,1.7386695,1.1898354,13710.7615026,9.455763,4746.0,0.820258
2020.01,KP,5.633477,4.132,5651.0,13.2583,6412.8,1.7
2021.01,KP,3.9415041,2.866,21330.0,13.8352,5729.0,0.92
2022.01,FP,0.4487349,2.8757897,3572.0328032,5.8054498,3975.0,0.627144
2023.01,APC,11.1900486,2.9741507,567.7989939,1.6608182,4958.0,0.695992
2024.01,KP,2.8758831,3.14,3152.0,8.33267,6084.0,1.46
2025.01,CP,8.8720542,3.6593396,6144.296801,11.9849813,6042.0,1.47996
2026.01,PC,7.1925327,2.551,1180.0,2.5719,5050.0,0.77
2027.01,FP,1.46329,2.431,750.0,3.54656,6168.0,1.28
2028.01,FP,0.77871,1.458,670.0,6.16036,7751.0,2.25
2029.01,FP,2.57134,3.824,920.0,10.7406,7125.0,3.56
203.01,FA,51.94509,8.094,2534.0,0.705818,3203.0,0.23
224.01,APC,705.5844658,1.9189212,101204.8459939,17.179547,3689.0,0.487
2240.01,FP,3.06555,2.483,2920.0,5.41363,5285.0,0.71
2241.01,PC,3.3243,2.337,1150.0,21.7252,4779.7,5.76
2242.01,PC,6.53144,5.713,700.0,6.77621,6037.2,2.58
2243.01,APC,5.41418,4.428,7850.0,,6664.0,
2244.01,PC,5.46377,1.036,4010.0,12.894,5286.9,1.95
2245.01,PC,3.7981107,3.914,750.0,4.13478,5042.0,1.51
2246.01,FP,2.9663437,4.44,206.0,2.02837,5807.0,1.59
2247.01,FA,5.41402,4.418,7780.0,15.9563,6394.3,1.75
2248.01,PC,62.1624516,4.319,3710.0,10.3408,7546.0,1.66
2249.01,FP,1.27349,1.655,920.0,13.6856,4982.0,4.35
225.01,PC,,4.8120529,4104.5873474,5.5237367,4658.0,0.710768
2250.01,FP,0.8153098,1.373,189.0,1.19041,5729.0,0.97
2251.01,PC,11.5743561,6.0493763,14285.1321998,18.1309835,5776.0,1.4578
2252.01,PC,12.379649,3.3314543,711.2691437,8.6993926,6582.0,2.7841101
2253.01,FA,85.4244796,3.6658465,1134.2233028,4.4208054,5697.0,1.29609
2254.01,PC,26.4579842,3.372,397.0,2.90965,5706.0,1.37
2255.01,PC,11.9526103,2.74,9860.0,11.4014,6049.0,1.25
247.01,KP,3.4252563,2.4617762,14223.1726719,14.3752921,5540.0,1.11655
2470.01,PC,7.1853092,2.347,800.0,2.12356,4562.0,0.74
2471.01,PC,6.5857043,2.777,1420.0,13.2476,5908.4,2.88
2472.01,PC,,6.71,390.0,3.35556,5824.0,1.69
2473.01,PC,1.2311781,2.756,3562.0,17.567,6589.1,1.53
2474.01,PC,4.278752,4.11,220.0,5.33342,4971.0,3.5
2475.01,FP,15.7925628,2.823,1190.0,4.82429,5600.0,1.37
2476.01,APC,3.8865992,2.909,590.0,14.0296,4731.6,5.67
2477.01,PC,34.7769296,5.598,1383.0,12.9584,7505.2,1.96
2478.01,PC,2.6473916,2.8595222,568.2994163,2.737769,5748.0,1.1287
2479.01,PC,36.8382429,4.9462843,965.1649482,3.7858994,5363.1,1.2099299
248.01,PC,5.9910569,3.4644509,411.3820085,2.3197704,5711.7,1.12148
2480.01,FP,11.3543085,3.414,2190.0,9.40688,6421.0,1.92
2481.01,PC,11.994832,3.374,1260.0,3.11124,5567.0,0.86
2482.01,PC,14.9315582,4.729,590.0,1.58293,4779.1,0.61
2483.01,FP,1.4853364,1.302,650.0,4.86539,6137.7,1.51
2484.01,PC,8.3272872,2.517,2970.0,5.183,5632.0,0.89
2485.01,CP,11.2347982,6.217,4780.0,12.196,6016.4,1.72
2756.01,APC,1.5622382,1.676,3230.0,18.0467,4801.0,3.08
2757.01,PC,3.4813976,2.694,21800.0,20.9129,6704.0,1.4
2758.01,PC,4.5302876,2.713,22840.0,12.3919,4693.0,0.81
2759.01,FP,1.5971584,3.429,5070.0,17.7465,6033.0,2.06
276.01,FP,4.8000953,1.9968681,5241.0677476,17.0718101,6366.0,1.58083
2760.01,FP,0.4405893,1.075,1850.0,6.74949,5643.0,1.48
2761.01,PC,6.1214801,3.861,17560.0,17.6327,6356.0,1.24
2762.01,APC,3.9072351,3.366,14650.0,13.9055,6294.0,1.13
2763.01,PC,3.9980153,3.793,5420.0,,,
2764.01,PC,2.276734,1.832,3620.0,10.8605,6494.0,1.78
2765.01,PC,1.0191022,1.228,2230.0,7.10309,6865.0,1.53
2766.01,APC,7.2748135,3.779,15010.0,17.4324,6792.7,1.4
2767.01,PC,0.934057,1.318,620.0,13.4544,5023.0,5.19
2768.01,CP,1.5080197,1.032,1790.0,3.01287,4008.0,0.66
2769.01,PC,3.08858,2.214,17060.0,,5381.0,
277.01,CP,3.9934418,1.9693065,5801.8957159,4.2556645,3748.0,0.523113
2770.01,PC,4.5697688,3.369,9780.0,17.1535,4976.0,1.7
2771.01,FP,3.8454384,4.736,4590.0,13.6848,6733.4,2.02
2772.01,PC,2.8504334,3.768,23800.0,,6293.8,
2030.01,APC,1.3254567,0.975,3365.0,14.4076,5778.0,2.29
2031.01,PC,5.7156075,4.0584797,12240.9298817,13.6015651,6664.0,1.18444
2032.01,APC,17.0096703,2.228,4730.0,13.5294,6542.0,1.5
2033.01,PC,18.8243063,4.397,1915.0,8.51397,7014.0,1.95
2034.01,FP,2.89453,3.327,550.0,6.20845,9714.0,2.68
2035.01,PC,8.51226,3.068,620.0,5.90105,9387.0,2.35
2036.01,PC,1.261045,1.246,384.0,4.24615,6549.0,2.18
2037.01,PC,11.1516668,4.623,580.0,2.91771,6319.0,1.19
2037.02,PC,5.5470937,3.4350999,550.6948044,2.8717764,6319.0,1.1913199
2038.01,APC,3.7321195,5.738,4180.0,19.158,6570.0,2.8
2039.01,PC,11.2479927,3.142,1277.0,4.96692,6308.0,1.48
204.01,PC,43.8297863,4.3011392,647.2685163,2.8243863,5605.0,1.03654
2040.01,PC,3.8608551,2.571,14670.0,11.2224,5019.0,0.92
2041.01,FP,1.37477,1.601,960.0,3.0101,5825.0,1.02
2042.01,FP,2.41872,2.685,1160.0,7.23529,6535.0,2.16
2043.01,PC,12.0135752,4.274,1171.0,3.7307,6178.0,1.23
2044.01,FP,4.1207509,2.158,973.0,7.46471,9953.0,2.38
2045.01,PC,9.07763,5.928,5912.0,12.6842,6125.9,1.72
2256.01,PC,13.9631929,4.5245027,812.9002244,2.3118575,5270.9,0.813544
2257.01,CP,35.1896444,3.3254029,4524.9353925,2.2253696,3446.0,0.326932
2258.01,FP,9.6799809,1.806,15870.0,14.6081,5980.0,1.11
2259.01,PC,16.5899263,2.1573675,642.4369483,5.4428798,6690.0,1.7449
226.01,FP,,2.67,13400.0,4.214299,3396.0,0.334
2260.01,CP,0.3524597,0.578,305.0,1.76224,5432.0,0.9
2261.01,PC,1.9011452,1.6128566,1640.9567262,5.7647423,5392.0,0.986402
2262.01,PC,1.4937444,2.044,160.0,1.62102,6328.0,1.28
2263.01,PC,,14.9235889,357.7289632,1.6330887,5599.0,0.852643
2264.01,PC,121.3342908,6.1861599,1830.5369311,4.1767182,6140.0,0.957395
2265.01,PC,0.8294084,0.5583289,254.6127529,2.4799192,5951.67,1.52424
2266.01,CP,2.326343,1.2195051,4153.6144436,1.9763187,3244.0,0.261162
2267.01,CP,3.4950422,1.0311342,2004.426903,1.2734423,3022.0,0.242745
2267.02,PC,2.0344366,0.958248,1142.0994266,0.901106,3022.0,0.242745
2267.03,CP,2.2891027,0.8344032,1384.622855,0.9131404,3022.0,0.242745
2268.01,PC,7.1566025,1.218975,674.5586897,3.1263063,5910.35,1.13489
2269.01,FA,1.4206036,1.6483243,448.0101837,1.1974247,3872.0,0.548484
2486.01,PC,1.5411764,1.535,1510.0,3.17311,4307.3,0.77
2487.01,PC,3.4024655,3.141,14990.0,15.364,5822.0,1.21
2488.01,PC,10.7668398,4.2439843,1933.6811005,10.5027085,5394.0,2.3196101
2489.01,APC,1.426951,1.3367863,2881.7106387,8.8281188,5421.0,1.02349
249.01,PC,6.6153188,2.3345844,1341.3720224,2.2695325,4157.0,0.603418
2490.01,PC,,7.474737,4407.5735305,7.8938765,5459.0,1.17142
2491.01,APC,5.92777,2.5599954,12984.5364661,20.4068988,8343.0,1.55754
2492.01,FP,10.1004307,4.977,13680.0,17.4827,6519.0,1.49
2493.01,PC,,2.0935301,1704.3313705,2.6595119,4242.0,0.652251
2494.01,PC,8.3761316,1.976,9060.0,9.53663,5376.0,0.9
2494.02,PC,2.4087648,1.881,590.0,2.23597,5376.0,0.9
2495.01,PC,7.795385,1.6941573,2783.9129229,1.8939264,3356.0,0.352909
2496.01,PC,1.5746828,1.9286406,77503.5100766,22.9576146,3273.0,0.579963
2497.01,CP,10.655694,7.8236322,2103.6578759,11.7630857,6715.0,2.49897
2498.01,CP,3.7382381,2.975208,1316.4622757,4.774123,5938.0,1.2906801
2499.01,APC,2.5574812,1.053,1860.0,17.7879,5844.0,1.13
2720.01,PC,2.1473577,2.706,2300.0,10.0889,5834.0,2.12
2721.01,PC,4.162733,3.319,12870.0,11.1057,5744.2,0.97
2722.01,PC,0.708548,0.845,800.0,4.66694,5678.0,1.52
2723.01,PC,3.3843865,3.845,10730.0,16.224,5848.0,1.52
2724.01,PC,1.4875055,1.874,44400.0,18.3083,5142.0,0.83
2725.01,APC,0.1846924,0.386,1390.0,4.10645,5958.8,0.9
2726.01,PC,3.9471513,1.993,16080.0,18.7538,6351.0,1.37
2727.01,PC,0.6711626,1.168,2330.0,12.243,5632.0,2.43
2728.01,PC,1.7246234,1.979,11820.0,15.5191,5776.0,1.37
2729.01,PC,4.0350169,2.108,25420.0,12.5268,5240.2,0.75
273.01,FP,0.7418594,1.5026958,2983.6257317,6.0238347,4304.6,0.66174
2730.01,PC,2.5082498,1.393,16210.0,20.6073,5909.0,1.51
2731.01,PC,0.9953936,2.238,280.0,1.35321,5697.0,0.84
2732.01,FP,0.7029205,1.325,2480.0,7.51559,6699.0,1.6
2733.01,PC,3.7170532,3.751,7220.0,15.999,6065.0,1.9
2734.01,PC,4.5879078,3.464,2040.0,5.59491,5785.0,1.25
2735.01,PC,1.9663653,1.637,29670.0,13.2267,4687.0,0.74
2736.01,FP,3.4771921,2.002,3250.0,11.1486,6539.0,1.94
