kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_duration,koi_prad,koi_depth,koi_model_snr
"K06199.01","FALSE POSITIVE","FALSE POSITIVE",131.68018,14.73,5.96,2067,9.20
"K01628.03","CANDIDATE","CANDIDATE",37.8404232,6.408,1.76,232.6,23.70
"K06200.01","FALSE POSITIVE","FALSE POSITIVE",200.762693,2.215,15056.9,1920,5.50
"K06201.01","FALSE POSITIVE","FALSE POSITIVE",1.123258617,4.27355,150.94,377575,779.20
"K06202.01","CANDIDATE","CANDIDATE",47.25643291,2,,,
"K04192.02","CANDIDATE","CANDIDATE",32.0273169,5.144,1.14,161.7,8.80
"K04246.02","CANDIDATE","CANDIDATE",8.75630628,2.852,1.12,81.9,9.80
"K04287.02","CANDIDATE","CANDIDATE",9.6183111,4.215,0.85,25,11.90
"K04323.02","FALSE POSITIVE","FALSE POSITIVE",12.4250319,1.4446,0.89,29.5,2.70
"K04385.02","CONFIRMED","CANDIDATE",386.370512,11.007,2.96,1336.4,13.10
"K07865.01","CANDIDATE","CANDIDATE",0.518060209,1.8062,61.49,2258.4,140.60
"K04385.03","CANDIDATE","CANDIDATE",17.3695112,4.012,1.45,314,8.60
"K04435.02","CANDIDATE","CANDIDATE",17.8693759,6.886,0.81,63,9.80
"K04541.02","CANDIDATE","CANDIDATE",17.236085,4.209,1.98,330,10.40
"K06000.01","FALSE POSITIVE","FALSE POSITIVE",12.4297161,15.078,1.26,192.7,13.30
"K06001.01","FALSE POSITIVE","FALSE POSITIVE",12.4288476,16.43,1.12,165.4,15.20
"K06002.01","FALSE POSITIVE","FALSE POSITIVE",12.4258252,21.841,1.27,130.2,30.00
"K07872.01","FALSE POSITIVE","FALSE POSITIVE",153.725848,117.52,259.36,5257.7,302.30
"K06003.01","FALSE POSITIVE","FALSE POSITIVE",12.4257907,19.859,1.27,340.1,28.20
"K06004.01","FALSE POSITIVE","FALSE POSITIVE",12.4253356,27.49,2.02,374.4,35.40
"K06005.01","FALSE POSITIVE","FALSE POSITIVE",12.4254201,18.56,0.84,144.5,24.90
"K06006.01","FALSE POSITIVE","FALSE POSITIVE",12.424995,20.282,2.06,51.5,21.40
"K06007.01","FALSE POSITIVE","FALSE POSITIVE",12.4227918,27.29,1.44,202.6,15.50
"K06108.01","CANDIDATE","CANDIDATE",485.92297,3.756,1.07,122.9,5.50
"K06109.01","FALSE POSITIVE","FALSE POSITIVE",22.913446297,4.11699,81.61,251835,6512.70
"K01082.04","CANDIDATE","CANDIDATE",9.6550473,2.752,1.45,313.1,12.20
"K06109.02","FALSE POSITIVE","FALSE POSITIVE",10.0046881,2.389,1.9,50.6,8.30
"K06110.01","FALSE POSITIVE","FALSE POSITIVE",8.65315602,2.627,1.37,417.5,13.60
"K06111.01","CANDIDATE","CANDIDATE",228.65412,2.487,3.63,179.1,6.60
"K06112.01","FALSE POSITIVE","FALSE POSITIVE",2.243015737,4.31675,92.34,277946,5552.20
"K06113.01","FALSE POSITIVE","FALSE POSITIVE",4.694218481,4.53365,35.81,175471,739.80
"K06203.01","FALSE POSITIVE","FALSE POSITIVE",0.87683182,1.96,,,
"K06204.01","FALSE POSITIVE","FALSE POSITIVE",0.953734449,1.7616,47.65,1240.4,120.50
"K06205.01","FALSE POSITIVE","FALSE POSITIVE",2.073873563,6.5605,274.78,603811,637.10
"K06206.01","FALSE POSITIVE","FALSE POSITIVE",15.713787218,11.3122,27.64,60384.4,3602.00
"K06207.01","FALSE POSITIVE","FALSE POSITIVE",7.964440392,9.1701,18.98,68454,693.80
"K07866.01","FALSE POSITIVE","FALSE POSITIVE",0.518071538,1.7865,42.1,2195.5,152.10
"K06208.01","FALSE POSITIVE","FALSE POSITIVE",2.151214629,2.226,14.54,332.6,28.50
"K06209.01","CANDIDATE","CANDIDATE",12.7143635,3.101,2.2,524.8,9.90
"K01839.02","CANDIDATE","CANDIDATE",80.4103783,3.487,4.93,591.4,14.00
"K07873.01","CANDIDATE","CANDIDATE",1.93188768,1.087,0.57,37.8,8.80
"K00651.02","FALSE POSITIVE","FALSE POSITIVE",320.18471858,11.94,,,
"K06008.01","FALSE POSITIVE","FALSE POSITIVE",12.426469,25.71,1.66,180.5,24.20
"K06009.01","FALSE POSITIVE","FALSE POSITIVE",12.4262889,18.764,1.23,94.2,20.50
"K06010.01","FALSE POSITIVE","FALSE POSITIVE",12.424747,25.24,1.35,139,30.70
"K06011.01","FALSE POSITIVE","FALSE POSITIVE",12.4255705,28.88,1.37,139.4,21.10
"K06012.01","FALSE POSITIVE","FALSE POSITIVE",12.426173,30.64,2.67,115.1,36.90
"K06013.01","FALSE POSITIVE","FALSE POSITIVE",12.4244306,26.15,1.59,214.1,15.50
"K06014.01","FALSE POSITIVE","FALSE POSITIVE",6.71738328,3.60057,37.65,164979,1208.20
"K06114.01","FALSE POSITIVE","FALSE POSITIVE",24.955998503,2.76331,36.91,4856.1,555.60
"K07863.01","CANDIDATE","CANDIDATE",5.2449156,8.367,0.52,35.5,11.70
"K06115.01","CANDIDATE","CANDIDATE",168.66934782,4.07,,,
"K06116.01","FALSE POSITIVE","FALSE POSITIVE",4.426942241,1.6116,5.43,2896.6,68.90
"K06118.01","CANDIDATE","CANDIDATE",571.280892,21.827,3.65,460.7,37.80
"K06118.02","CANDIDATE","CANDIDATE",4.66185924,3.164,1.16,49.3,15.80
"K01250.02","CANDIDATE","CANDIDATE",1.213672208,1.3644,697.14,2731,24.80
"K06119.01","FALSE POSITIVE","FALSE POSITIVE",3.454241684,4.69505,75.11,88194.9,6581.30
"K06120.01","CANDIDATE","CANDIDATE",90.097375,12.697,1.7,282.6,11.50
"K06209.02","CANDIDATE","CANDIDATE",7.72966941,2.091,2.1,426.7,8.40
"K06210.01","CANDIDATE","CANDIDATE",51.85656556,2.21,,,
"K06211.01","FALSE POSITIVE","FALSE POSITIVE",1.457256942,6.51381,98.16,364905,2443.80
"K06212.01","FALSE POSITIVE","FALSE POSITIVE",10.818248422,18.2848,11.71,13695.9,581.00
"K06213.01","FALSE POSITIVE","FALSE POSITIVE",2.559236603,1.6706,37.66,11273,45.70
"K06214.01","FALSE POSITIVE","FALSE POSITIVE",281.35877,7.74,4.22,278.5,6.20
"K06214.02","CANDIDATE","CANDIDATE",154.536881,15.44,4.1,258.5,3.50
"K06215.01","FALSE POSITIVE","FALSE POSITIVE",462.12345,8.46,1.9,699,6.90
"K03283.03","CANDIDATE","CANDIDATE",87.707513,2.184,1.72,578,7.10
"K03741.03","CONFIRMED","CANDIDATE",5.1117547,3.281,2.81,267.8,12.10
"K03741.04","CONFIRMED","CANDIDATE",9.6310258,5.255,2.9,297.2,12.70
"K04260.02","FALSE POSITIVE","FALSE POSITIVE",101.889228,2.71,1.43,80.9,8.50
"K04396.04","CANDIDATE","CANDIDATE",437.51586139,4.16,,,
"K04777.02","FALSE POSITIVE","FALSE POSITIVE",48.5023669,1.053,906.03,740,5.50
"K04781.02","FALSE POSITIVE","FALSE POSITIVE",524.14139,11.603,1.88,403.7,9.20
"K04913.02","CANDIDATE","CANDIDATE",8.97377221,2.135,2.96,106.5,9.40
"K06015.01","FALSE POSITIVE","FALSE POSITIVE",41.86539723,6.663,31.14,4309.3,103.40
"K06016.01","FALSE POSITIVE","FALSE POSITIVE",4.553370029,3.2209,25.84,23692.1,570.60
"K06017.01","FALSE POSITIVE","FALSE POSITIVE",5.262652179,2.85554,35.99,22650.6,2246.90
"K00736.03","FALSE POSITIVE","FALSE POSITIVE",345.98207283,2.97,,,
"K06018.01","FALSE POSITIVE","FALSE POSITIVE",16.621853404,3.91517,22.32,55296.7,1872.60
"K06019.01","FALSE POSITIVE","FALSE POSITIVE",19.741616041,3.07231,82.98,88821.5,2153.00
"K06020.01","FALSE POSITIVE","FALSE POSITIVE",5.455766383,2.8923,28.2,104538,536.80
"K06021.01","FALSE POSITIVE","FALSE POSITIVE",22.44620704,7.5491,58.2,1626.8,138.80
"K06120.02","CANDIDATE","CANDIDATE",205.41415,10.26,1.67,283.8,7.90
"K06121.01","FALSE POSITIVE","FALSE POSITIVE",1.237147407,7.06623,106.18,435364,5557.40
"K06122.01","FALSE POSITIVE","FALSE POSITIVE",1.28619671,1.114,1.27,137.2,5.90
"K06123.01","FALSE POSITIVE","FALSE POSITIVE",2.649026189,2.4698,32.7,52172,190.10
"K06124.01","FALSE POSITIVE","FALSE POSITIVE",6.932281325,11.0301,90.57,6405.9,325.80
"K06125.01","FALSE POSITIVE","FALSE POSITIVE",2.151384476,3.34471,66.2,263861,2657.60
"K07874.01","FALSE POSITIVE","FALSE POSITIVE",0.562273947,3.1572,0.73,67,52.40
"K06126.01","FALSE POSITIVE","FALSE POSITIVE",17.4352218,51.666,67.91,603.3,121.80
"K06127.01","CANDIDATE","CANDIDATE",114.27173902,2.19,,,
"K06216.01","CANDIDATE","CANDIDATE",26.40805532,2.7,,,
"K06216.02","CANDIDATE","CANDIDATE",46.07931317,1.87,,,
"K01860.04","CANDIDATE","CANDIDATE",24.8434837,4.8,1.58,217.4,14.20
"K06217.01","CANDIDATE","CANDIDATE",7.7016694,10.898,4.44,155.7,17.80
"K06218.01","FALSE POSITIVE","FALSE POSITIVE",117.634213,3.82,3.78,253.1,8.70
"K06219.01","FALSE POSITIVE","FALSE POSITIVE",21.025447023,6.52216,135.84,115743,4881.90
"K06220.01","FALSE POSITIVE","FALSE POSITIVE",0.933753371,4.438,1.44,47.3,19.80
"K06221.01","FALSE POSITIVE","FALSE POSITIVE",1.72153588,1.9227,12.89,39929,29.30
"K04567.02","CANDIDATE","CANDIDATE",4.67250377,4.441,1.11,79.6,13.80
"K06022.01","FALSE POSITIVE","FALSE POSITIVE",2.765621941,2.3191,34.42,8342.2,173.20
"K06023.01","FALSE POSITIVE","FALSE POSITIVE",3.664964374,3.9058,30.98,90827,437.80
"K06024.01","FALSE POSITIVE","FALSE POSITIVE",6.8072842,1.9477,31.15,14578,32.90
"K06025.01","FALSE POSITIVE","FALSE POSITIVE",2.136577151,2.4682,43.89,79078,124.30
"K06026.01","FALSE POSITIVE","FALSE POSITIVE",2.638432816,2.42989,49.77,48488,529.40
"K06027.01","FALSE POSITIVE","FALSE POSITIVE",11.991000357,6.4648,78.78,375940,802.90
"K00744.02","FALSE POSITIVE","FALSE POSITIVE",2.03746414,2.895,1.12,138.8,14.10
"K06028.01","FALSE POSITIVE","FALSE POSITIVE",37.80694072,3.84264,72.01,106334,1571.80
"K07875.01","CANDIDATE","CANDIDATE",21.9711574,5.012,1.32,178.1,7.80
"K01310.02","CANDIDATE","CANDIDATE",144.688915,9.468,3.33,397.1,11.60
"K06128.01","FALSE POSITIVE","FALSE POSITIVE",12.42555055,28.492,3.79,409,123.70
"K06129.01","FALSE POSITIVE","FALSE POSITIVE",12.42592247,31.5,79.21,8707.6,190.80
"K06130.01","CANDIDATE","CANDIDATE",1.54287434,1.1121,1.05,401.4,20.70
"K06131.01","FALSE POSITIVE","FALSE POSITIVE",12.4237327,18.15,1.12,30.1,20.10
"K06131.02","FALSE POSITIVE","FALSE POSITIVE",94.38163,11.87,2.04,91.2,7.50
"K06132.01","CANDIDATE","CANDIDATE",33.3200908,6.5265,13,6186.9,84.50
"K06132.02","CONFIRMED","CANDIDATE",7.5844241,3.918,5.83,1005,23.80
"K06222.01","FALSE POSITIVE","FALSE POSITIVE",210.899577,2.167,4.85,3345,7.80
"K06223.01","FALSE POSITIVE","FALSE POSITIVE",3.103730697,6.93402,75.28,369228,5143.60
"K06224.01","CANDIDATE","CANDIDATE",91.20573037,4.17,,,
"K06224.02","FALSE POSITIVE","FALSE POSITIVE",253.40538,7.43,2.69,240.8,5.00
"K06225.01","FALSE POSITIVE","FALSE POSITIVE",5.110771787,2.48392,26.98,50681,394.00
"K01996.02","CANDIDATE","CANDIDATE",7.07394528,2.319,0.84,228.3,9.50
"K06226.01","FALSE POSITIVE","FALSE POSITIVE",1.463773705,1.9123,21.79,64776,119.70
"K06227.01","FALSE POSITIVE","FALSE POSITIVE",4.46255312,14.0957,52.74,22720,140.90
"K00099.02","FALSE POSITIVE","FALSE POSITIVE",79.87804945,3.19,,,
"K00750.03","CANDIDATE","CANDIDATE",14.516741,2.706,1.45,227.2,10.10
"K03283.02","CANDIDATE","CANDIDATE",20.5718107,3.399,1.34,379,13.00
"K06029.01","FALSE POSITIVE","FALSE POSITIVE",3.026764871,4.32532,26.36,66719.9,1561.20
"K06030.01","FALSE POSITIVE","FALSE POSITIVE",3.840130917,2.8951,33.44,60401,275.60
"K06031.01","FALSE POSITIVE","FALSE POSITIVE",5.554227226,4.77434,31.71,142313,1517.70
"K06032.01","FALSE POSITIVE","FALSE POSITIVE",1.570919281,3.2232,59.12,65124,316.90
"K06033.01","FALSE POSITIVE","FALSE POSITIVE",35.08976902,3.9623,33.1,5754.6,170.80
"K06034.01","FALSE POSITIVE","FALSE POSITIVE",5.233450136,8.57374,70.33,430422,3921.80
"K06035.01","FALSE POSITIVE","FALSE POSITIVE",3.6037011,2.994,66.94,16112,33.40
"K06036.01","FALSE POSITIVE","FALSE POSITIVE",3.518356021,6.90375,64.49,316750,3217.60
"K06132.03","CANDIDATE","CANDIDATE",11.867172,4.815,4.03,595.6,13.40
"K06133.01","FALSE POSITIVE","FALSE POSITIVE",2.6160943,21.34,0.81,29.3,5.60
"K06134.01","FALSE POSITIVE","FALSE POSITIVE",2.404386969,7.40348,79.72,313168,8577.40
"K01319.02","CANDIDATE","CANDIDATE",142.685885,3.792,2.76,1195,9.30
"K06135.01","FALSE POSITIVE","FALSE POSITIVE",4.390513938,2.9472,41.83,46829,290.70
"K06136.01","FALSE POSITIVE","FALSE POSITIVE",3.86963822,2.29,,,
"K06137.01","CANDIDATE","CANDIDATE",12.4970599,3.877,1.44,180,10.60
"K06137.02","FALSE POSITIVE","FALSE POSITIVE",7.384681,3.548,1.22,142.8,10.60
"K06228.01","CONFIRMED","CANDIDATE",21.0907909,4.751,1.88,417.6,19.70
"K06229.01","FALSE POSITIVE","FALSE POSITIVE",3.371796653,3.4421,306.28,366901,560.20
"K06230.01","FALSE POSITIVE","FALSE POSITIVE",1.927177921,2.7742,28.94,136135,204.70
"K07867.01","FALSE POSITIVE","FALSE POSITIVE",0.575925434,2.4676,38.24,137404,354.40
"K06231.01","FALSE POSITIVE","FALSE POSITIVE",496.17566,11.63,3.46,293,11.30
"K06232.01","FALSE POSITIVE","FALSE POSITIVE",6.256352128,2.3512,30.76,3289.3,120.40
"K06233.01","CONFIRMED","CANDIDATE",16.17803,5.18,2.25,449,6.00
"K06234.01","FALSE POSITIVE","FALSE POSITIVE",2.37795507,2.4329,92.61,4391.1,257.50
"K06235.01","FALSE POSITIVE","FALSE POSITIVE",2.053866175,4.8045,158.25,5021.3,380.50
"K00750.04","FALSE POSITIVE","FALSE POSITIVE",36.5521313,2.481,0.9,282.9,7.70
"K00983.02","FALSE POSITIVE","FALSE POSITIVE",5.177577252,2.4777,73.82,1325.4,23.60
"K00989.04","FALSE POSITIVE","FALSE POSITIVE",4.08029328,2.8343,2.92,1128.4,43.10
"K02311.03","CONFIRMED","CANDIDATE",104.3519624,3.695,1.39,243.8,15.80
"K02433.06","CANDIDATE","CANDIDATE",6.06330298,3.275,1.64,200.7,13.10
"K02433.07","CANDIDATE","CANDIDATE",86.431871,7.374,2.85,415.1,11.20
"K02533.03","CANDIDATE","CANDIDATE",26.1152887,12.54,2.38,70,10.60
"K07861.01","FALSE POSITIVE","FALSE POSITIVE",469.52303,5.487,2.1,355.7,10.50
"K02768.03","FALSE POSITIVE","FALSE POSITIVE",11.83271013,6.152,1.17,176.3,12.70
"K06037.01","FALSE POSITIVE","FALSE POSITIVE",32.669962587,3.581,1.37,365.4,6.20
"K00841.04","CANDIDATE","CANDIDATE",269.306232,14.931,24,1708,18.10
"K06038.01","FALSE POSITIVE","FALSE POSITIVE",19.93364711,8.6122,75.88,174830,1863.40
"K06039.01","FALSE POSITIVE","FALSE POSITIVE",1.071911311,3.8559,40.32,9817.8,397.60
"K06040.01","FALSE POSITIVE","FALSE POSITIVE",18.019651402,5.08572,31.77,176998,3373.30
"K07864.01","FALSE POSITIVE","FALSE POSITIVE",117.934158,9.25,3.76,187.5,12.90
"K06041.01","FALSE POSITIVE","FALSE POSITIVE",4.032762189,4.14212,35.22,119350,1520.00
"K06042.01","FALSE POSITIVE","FALSE POSITIVE",2.371589507,3.5116,88.22,235104,386.00
"K06043.01","FALSE POSITIVE","FALSE POSITIVE",5.09112124,2.159,3.58,115.1,11.40
"K06138.01","FALSE POSITIVE","FALSE POSITIVE",4.206070484,10.6988,172.66,119812,508.00
"K06139.01","FALSE POSITIVE","FALSE POSITIVE",0.905677864,2.2432,325.51,3670.4,107.40
"K06141.01","CANDIDATE","CANDIDATE",96.509214,0.589,860.3,1528,3.80
"K06142.01","CANDIDATE","CANDIDATE",69.64679311,3.71,,,
"K06142.02","CANDIDATE","CANDIDATE",111.65546,1.051,2121,2887,7.00
"K06142.03","CANDIDATE","CANDIDATE",86.13201864,3.11,,,
"K01330.02","FALSE POSITIVE","FALSE POSITIVE",94.219289,24.312,2.15,1025.9,37.60
"K06143.01","FALSE POSITIVE","FALSE POSITIVE",297.113395,4.529,5.37,275.4,10.10
"K02012.02","CONFIRMED","CANDIDATE",180.921729,8.99,2.3,742.4,16.20
"K06236.01","FALSE POSITIVE","FALSE POSITIVE",4.478116695,3.357,38.85,117981,3665.40
"K07876.01","FALSE POSITIVE","FALSE POSITIVE",0.579108481,1.659,0.42,68.4,9.30
"K06236.02","FALSE POSITIVE","FALSE POSITIVE",1.27620899,2.169,1.46,186.2,11.40
"K06237.01","FALSE POSITIVE","FALSE POSITIVE",528.50344,6.394,2.2,133.8,11.70
"K06237.02","CANDIDATE","CANDIDATE",47.14404783,4.35,,,
"K06238.01","CANDIDATE","CANDIDATE",197.05431574,6.38,,,
"K06239.01","CANDIDATE","CANDIDATE",406.496216,3.495,1.77,380.2,6.90
"K06239.02","CANDIDATE","CANDIDATE",491.61516814,6.31,,,
"K06044.01","FALSE POSITIVE","FALSE POSITIVE",2.027383251,1.5528,31.12,3856.2,126.10
"K06045.01","FALSE POSITIVE","FALSE POSITIVE",10.73370737,7.6706,18.7,6155.3,239.50
"K06046.01","FALSE POSITIVE","FALSE POSITIVE",9.449438672,5.5479,60.59,12867.3,231.40
"K06047.01","FALSE POSITIVE","FALSE POSITIVE",8.752913958,3.4546,119.91,41770,326.10
"K00841.05","CANDIDATE","CANDIDATE",499.47338,12.248,3.71,1662,15.70
"K06048.01","FALSE POSITIVE","FALSE POSITIVE",1.985586627,2.53163,105.22,72584.2,1594.10
"K06049.01","FALSE POSITIVE","FALSE POSITIVE",16.579028045,7.803,49.01,37979.8,813.60
"K07868.01","FALSE POSITIVE","FALSE POSITIVE",513.42784,6.278,14.87,523.2,11.50
"K06050.01","FALSE POSITIVE","FALSE POSITIVE",2.064900876,6.8769,38.19,10939.4,364.00
"K06144.01","FALSE POSITIVE","FALSE POSITIVE",9.751720174,16.1937,182.09,332900,1767.30
"K06145.01","CONFIRMED","CANDIDATE",19.672324,4.812,4.07,649.9,20.60
"K06145.02","CONFIRMED","CANDIDATE",32.657035,5.953,3.73,620.4,17.90
"K06145.03","CANDIDATE","CANDIDATE",7.3138454,2.273,2.73,247.7,9.20
"K06146.01","FALSE POSITIVE","FALSE POSITIVE",4.592401261,4.96038,52.18,87426.1,5784.80
"K07877.01","FALSE POSITIVE","FALSE POSITIVE",6.70995253,2.297,1.1,86,9.80
"K06147.01","FALSE POSITIVE","FALSE POSITIVE",5.776794344,6.33505,129.2,121544,8022.80
"K06148.01","FALSE POSITIVE","FALSE POSITIVE",23.19923256,2.09,,,
"K06149.01","FALSE POSITIVE","FALSE POSITIVE",0.503199724,1.117,1.06,275.6,10.10
"K06240.01","FALSE POSITIVE","FALSE POSITIVE",4.768540307,0.9938,1.84,347.6,4.00
"K06241.01","FALSE POSITIVE","FALSE POSITIVE",73.91858615,6.9735,89.96,184074,933.50
"K06242.01","CANDIDATE","CANDIDATE",212.43503674,4.26,,,
"K00353.03","CANDIDATE","CANDIDATE",11.1619384,5.195,1.97,124.4,13.40
"K07862.01","FALSE POSITIVE","FALSE POSITIVE",2.38793696,17.302,25.56,114.3,41.70
"K02081.02","FALSE POSITIVE","FALSE POSITIVE",589.17968,10.2,4.91,253.4,7.70
"K06242.02","CANDIDATE","CANDIDATE",76.83994597,3.11,,,
"K06242.03","CANDIDATE","CANDIDATE",78.86684,4.5,1.3,86.1,4.80
"K06243.01","FALSE POSITIVE","FALSE POSITIVE",4.618767943,6.03,32.36,32609.2,674.90
"K06051.01","FALSE POSITIVE","FALSE POSITIVE",3.60727417,14.0841,221.55,841897,710.90
"K06052.01","FALSE POSITIVE","FALSE POSITIVE",2.565717939,1.7084,180.8,1941.7,45.80
"K06053.01","FALSE POSITIVE","FALSE POSITIVE",22.05274533,5.5924,32.56,13857.7,343.50
"K06054.01","FALSE POSITIVE","FALSE POSITIVE",2.881338104,3.5943,31.58,2533.7,111.30
"K06055.01","FALSE POSITIVE","FALSE POSITIVE",4.078355243,6.4649,16.73,36133,310.00
"K06056.01","FALSE POSITIVE","FALSE POSITIVE",7.73590441,4.4389,21.3,465.3,59.50
"K06057.01","FALSE POSITIVE","FALSE POSITIVE",3.530164642,4.11466,35.71,69923,731.20
"K00896.03","CANDIDATE","CANDIDATE",28.8672107,3.782,1.51,347.1,12.00
"K06150.01","CANDIDATE","CANDIDATE",48.9528113,1.66,,,
"K01334.02","FALSE POSITIVE","FALSE POSITIVE",94.225938,22.08,1.93,530.4,25.40
"K06151.01","CANDIDATE","CANDIDATE",431.78556,9.135,1.36,332.6,9.40
"K06152.01","FALSE POSITIVE","FALSE POSITIVE",395.07333,7.844,230.33,645.1,16.40
"K06153.01","FALSE POSITIVE","FALSE POSITIVE",1.51918335,5.45573,128.17,499989,899.30
"K06154.01","FALSE POSITIVE","FALSE POSITIVE",13.59940118,2.52,,,
"K06155.01","FALSE POSITIVE","FALSE POSITIVE",2.745910734,4.02594,61.16,286812,1550.90
"K06156.01","FALSE POSITIVE","FALSE POSITIVE",1.608363345,2.1988,19.36,96134,312.30
"K06244.01","FALSE POSITIVE","FALSE POSITIVE",5.746017234,3.6347,29.32,29236.3,393.90
"K06245.01","CANDIDATE","CANDIDATE",144.102562,2.753,1.67,171.3,4.10
"K06245.02","CANDIDATE","CANDIDATE",112.317402,3.471,1.77,182.4,7.80
"K06246.01","CANDIDATE","CANDIDATE",9.13315062,2.1557,1.48,231.2,23.00
"K06247.01","FALSE POSITIVE","FALSE POSITIVE",3.963787093,3.10316,28.11,25015.2,584.80
"K06248.01","FALSE POSITIVE","FALSE POSITIVE",1.759208679,4.60837,66.06,362327,1967.20
"K06249.01","FALSE POSITIVE","FALSE POSITIVE",1.6031794,0.91,,,
"K02086.04","CANDIDATE","CANDIDATE",335.56311,13.06,1.83,158,7.20
"K06058.01","FALSE POSITIVE","FALSE POSITIVE",6.496031958,5.21924,32.33,108889,1797.60
"K06059.01","FALSE POSITIVE","FALSE POSITIVE",4.012537983,2.0101,9.96,19796,166.00
"K06060.01","FALSE POSITIVE","FALSE POSITIVE",1.594162001,5.4958,26.11,9876.3,415.00
"K06061.01","FALSE POSITIVE","FALSE POSITIVE",10.238939876,3.4851,22.09,3153.1,427.60
"K06062.01","FALSE POSITIVE","FALSE POSITIVE",5.499941387,5.1339,23.34,40110.4,506.40
"K06063.01","FALSE POSITIVE","FALSE POSITIVE",8.667826242,5.06514,37.51,43491,4638.10
"K06064.01","FALSE POSITIVE","FALSE POSITIVE",265.2996227,8.8452,33.81,100158,616.30
"K06065.01","FALSE POSITIVE","FALSE POSITIVE",265.2999623,8.8577,25.56,31778,154.70
"K06157.01","FALSE POSITIVE","FALSE POSITIVE",98.1020983,1.225,1.97,184.4,6.90
"K06158.01","FALSE POSITIVE","FALSE POSITIVE",182.467019,7.607,3.73,1020,12.50
"K06158.02","FALSE POSITIVE","FALSE POSITIVE",126.57837267,2.5,,,
"K06159.01","FALSE POSITIVE","FALSE POSITIVE",11.41437505,6.276,44.08,45966,34.20
"K00337.02","CANDIDATE","CANDIDATE",154.607419,9.225,1.56,279.9,13.40
"K01519.02","CANDIDATE","CANDIDATE",57.132855,4.958,1.81,414.1,11.00
"K06160.01","FALSE POSITIVE","FALSE POSITIVE",151.31847,16.45,1.13,105.4,6.00
"K06161.01","FALSE POSITIVE","FALSE POSITIVE",10.4032399,23.85,51.47,1056.2,272.80
"K06250.01","FALSE POSITIVE","FALSE POSITIVE",1.853209359,1.7543,32.99,12319.1,238.90
"K06251.01","FALSE POSITIVE","FALSE POSITIVE",14.66769462,2.4462,145.18,29862,86.50
"K02163.03","CANDIDATE","CANDIDATE",28.2251049,2.354,1.59,201.3,8.90
"K02183.03","CANDIDATE","CANDIDATE",150.381954,4.968,2.26,396.1,7.80
"K02184.02","CANDIDATE","CANDIDATE",95.906433,4.08,2.17,836.2,11.00
"K07869.01","FALSE POSITIVE","FALSE POSITIVE",11.4132144,2.371,1.03,76.4,10.40
"K02194.03","CANDIDATE","CANDIDATE",445.21685,16.37,1.37,211.6,11.10
"K02203.02","FALSE POSITIVE","FALSE POSITIVE",172.178768,1.19,2.29,501,4.70
"K02209.02","CANDIDATE","CANDIDATE",35.502865,8.149,2.18,115.9,11.00
"K06066.01","FALSE POSITIVE","FALSE POSITIVE",13.787520532,2.55435,25.33,12978.3,2126.10
"K06067.01","FALSE POSITIVE","FALSE POSITIVE",8.2904597,2.6002,23.96,173007,297.20
"K00945.03","CANDIDATE","CANDIDATE",66.789347,4.08,2.07,358.5,9.50
"K06068.01","CANDIDATE","CANDIDATE",6.150251376,1.68923,100.03,2128.7,471.00
"K06069.01","FALSE POSITIVE","FALSE POSITIVE",8.214204254,4.5905,42.29,74177,613.10
"K06070.01","FALSE POSITIVE","FALSE POSITIVE",15.71377375,7.464,10.85,9482,98.10
"K06071.01","FALSE POSITIVE","FALSE POSITIVE",5.918619554,3.94804,29.98,94124,1117.00
"K06072.01","FALSE POSITIVE","FALSE POSITIVE",3.319523463,3.3465,38.37,38832,249.40
"K06162.01","FALSE POSITIVE","FALSE POSITIVE",5.874197307,4.26585,59.2,205698,2200.00
"K06163.01","FALSE POSITIVE","FALSE POSITIVE",19.7959731,5.342,3.47,334,16.60
"K06164.01","CANDIDATE","CANDIDATE",29.5126153,6.314,1.84,188.2,9.40
"K06164.02","FALSE POSITIVE","FALSE POSITIVE",209.00055019,2.52,,,
"K06165.01","FALSE POSITIVE","FALSE POSITIVE",5.614892073,3.7294,1192.79,2373,122.30
"K06166.01","CONFIRMED","CANDIDATE",12.2064304,2.407,5.41,1337.2,16.20
"K06166.02","CONFIRMED","CANDIDATE",6.6513189,2.135,4.81,1058.4,15.30
"K06167.01","FALSE POSITIVE","FALSE POSITIVE",3.905532605,6.8091,21.37,73081,350.40
"K02210.02","CONFIRMED","CANDIDATE",210.631486,8.419,3.23,1657.8,25.90
"K02281.02","CANDIDATE","CANDIDATE",455.27405,2.4,1.54,366,4.50
"K00365.02","CANDIDATE","CANDIDATE",117.761,3.454,0.62,53.9,7.10
"K02327.02","CANDIDATE","CANDIDATE",46.331703,4.514,1.39,299.9,9.40
"K02393.02","CONFIRMED","CANDIDATE",0.766691517,1.2638,1.22,244,29.50
"K02404.02","FALSE POSITIVE","FALSE POSITIVE",5.2438528,10.539,1.11,135.8,17.80
"K02432.02","FALSE POSITIVE","FALSE POSITIVE",93.6273251,1.92,,,
"K02450.02","CANDIDATE","CANDIDATE",7.1931193,2.935,1.12,125.6,10.70
"K06073.01","FALSE POSITIVE","FALSE POSITIVE",6.474202359,3.35989,28.96,203491,1284.00
