toi,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_teff,st_rad
"128.01","CP",4.9404714,1.9540000,455.0000000,2.3216000,6086.0000000,1.1300000
"1280.01","PC",9.6926392,3.0182304,1838.2370548,3.2890740,4665.0000000,0.7460030
"1281.01","PC",6.3908880,3.7660000,435.0000000,2.4720100,6191.0000000,1.3200000
"1282.01","KP",0.9689927,2.5496309,13532.9710157,17.1331258,6430.0000000,1.4139800
"1283.01","KP",10.3385050,4.2420000,18162.0000000,11.8729000,5336.9600000,0.8400000
"1284.01","FP",1.2832510,2.0122610,1961.3182030,2.5581120,3855.0000000,0.5603910
"1285.01","FP",1.2284388,1.9190118,1229.4965125,1.8662630,3526.0000000,0.5302300
"1286.01","APC",0.6166953,0.7120000,1089.0000000,10.4852000,6588.0000000,1.5700000
"1287.01","PC",9.6001126,4.9882857,380.4193796,2.4070295,5891.0000000,1.2103699
"1288.01","CP",2.6998294,2.2080000,2798.0000000,4.9455100,6180.0000000,0.9200000
"1289.01","FP",0.5813220,1.3261177,3206.6010016,2.2014886,3446.0000000,0.3862100
"129.01","CP",0.9809720,0.5405036,6178.3924210,5.9162923,4486.0000000,0.7644010
"1290.01","KP",5.3987355,3.1270000,352.0000000,2.2534500,5875.2300000,1.2600000
"1291.01","PC",7.1619900,7.6680000,800.0000000,5.0545200,6229.0000000,1.8100000
